entity,code,GDP per Capita 1990,GDP per Capita 1991,GDP per Capita 1992,GDP per Capita 1993,GDP per Capita 1994,GDP per Capita 1995,GDP per Capita 1996,GDP per Capita 1997,GDP per Capita 1998,GDP per Capita 1999,GDP per Capita 2000,GDP per Capita 2001,GDP per Capita 2002,GDP per Capita 2003,GDP per Capita 2004,GDP per Capita 2005,GDP per Capita 2006,GDP per Capita 2007,GDP per Capita 2008,GDP per Capita 2009,GDP per Capita 2010,GDP per Capita 2011,GDP per Capita 2012,GDP per Capita 2013,GDP per Capita 2014,GDP per Capita 2015,GDP per Capita 2016,GDP per Capita 2017,GDP per Capita 2018,GDP per Capita 2019,GDP per Capita 2020,GDP per Capita 2021,GDP per Capita 2022,GDP per Capita 2023
Guyana,GUY,2377.21795364949,2528.08038811696,2716.75893023455,2926.93693707006,3164.66777875426,3312.64996890674,3566.13499360957,3778.00652865741,3708.04637110615,3813.33057565798,3759.60789699989,3847.09461851367,3894.87107415198,3873.04123684261,3937.11435304522,3867.93308158647,4076.77981715707,4382.10449666813,4472.34517889699,4649.34144792756,4860.09110980566,5133.89539813637,5403.79899428921,5573.3421790463,5635.71704117947,5640.41560569466,5818.61682204646,5997.18271426826,6080.90612132746,6278.63054079553,9010.61000469878,10712.0000592312,17365.3330363732,23102.6662867381
Haiti,HTI,1627.31264525633,1624.49598864977,1507.81872889823,1398.25464638175,1207.6605445003,1302.13491168553,1330.54039885269,1340.99702096807,1344.9390395747,1356.11344556059,1342.89490450523,1314.11419693969,1304.5293810385,1326.47161042212,1286.90282128221,1304.33303731231,1305.03813815611,1343.61111422048,1356.53400140048,1412.89653523429,1317.58389339746,1369.16921255852,1354.88546124499,1392.38204736859,1411.76834802154,1411.12684746796,1416.74881879698,1432.67228609541,1437.35251928349,1394.42114071112,1331.69778506932,1292.71954963551,1256.72143592448,1219.11871645847
Honduras,HND,1729.83142779417,1625.63835833364,1676.07933528015,1734.98490158891,1690.04923489234,1744.49972831904,1727.67473897426,1757.25976292315,1772.76292776239,1714.07330337091,1789.47798512637,1789.18816032117,1807.97305547292,1842.29750018813,1908.90950050464,1975.85647913236,2056.53491469231,2134.19540639485,2175.14709403064,2076.30859895638,2108.47314459603,2144.56265540491,2188.39378817891,2205.40126728067,2229.24772232218,2271.20265980349,2315.72983058198,2383.37398439714,2430.13503657762,2447.61649282181,2189.43168668222,2423.76634916911,2482.22384904714,2527.43851176243
"Hong Kong SAR, China",HKG,21357.3625408812,22388.7288514218,23585.7790070791,24621.7597107363,25526.5342396812,25620.0892481415,25551.4361801136,26631.8652426178,24856.8323960471,25237.7083727094,26933.2785287204,26885.4740776153,27210.1196148928,28097.1484393683,30304.3331882473,32401.4024779329,34458.0396412134,36371.6888698119,36924.0916159598,35938.5997765398,38090.0341362458,39656.3542113178,39887.8422338754,40959.983629493,41796.8691228601,42432.1619740441,43087.546608434,44380.8080889187,45280.4955422841,44195.2893264289,41451.3260144604,44530.9411868182,43281.7955087576,43572.9610527354
Hungary,HUN,8613.83221773283,7589.9019679997,7360.21365612239,7326.16050730217,7552.40467422539,7675.57817108924,7695.11053742504,7952.98313173573,8282.39885965651,8560.96909441129,8967.69626924063,9354.48075090137,9825.94319858403,10255.6101131603,10792.7374278506,11278.6160255559,11741.9476769178,11792.7712897392,11932.0383995535,11162.0559722742,11307.7161991209,11551.4989289342,11466.1419094704,11705.0092523564,12233.299367172,12717.038597002,13035.3528590909,13628.4044885706,14377.4241602939,15083.5991718742,14437.8088480852,15521.3815852251,16343.0586949566,16282.830349083
Iceland,ISL,35417.1490966556,34930.7276057715,33330.7146821937,33426.874442296,34334.2872064646,34188.3505876665,35557.277250986,37302.6680254519,39622.6069816837,40725.886035875,42174.6650584696,43288.0763046335,43143.4605797013,43763.7756121132,46766.0168708212,48850.7658634924,50731.6906881712,53646.3690202759,53821.47082221,49527.3988280929,48193.7014041013,48933.5456614347,49191.574417162,50946.8162625339,51233.2440468041,52951.6815110898,55513.6423015865,56501.4576788793,57697.8044237427,57493.4195335925,52641.7234828803,54506.7280464878,57933.4748261586,59096.4444709589
India,IND,537.870269533789,531.898397841583,549.235069966802,563.372872328964,588.727892188017,620.699954330379,654.355928429641,667.598423095039,695.293709344799,742.53920839445,756.704109527449,778.507377528365,793.615912906381,841.278894571674,892.596614581612,947.732565646672,1008.23275343783,1069.24696813025,1086.50605251513,1155.10163274172,1235.15939133951,1281.61054354933,1333.09626557668,1399.4537980287,1484.31640682913,1583.99815907985,1694.46534973825,1788.69770318446,1883.35772705062,1936.03067741067,1806.50110583878,1965.30943437506,2086.07688562779,2236.31279250417
Indonesia,IDN,1470.91822263911,1544.99580900182,1617.10954878136,1693.10742608086,1790.32729969007,1905.54236118211,2020.99148139905,2081.84166947239,1780.20049551406,1767.51466736224,1828.10265975051,1868.59172314131,1926.37435875198,1991.91820513763,2065.70617478401,2155.44780167098,2244.08022270233,2355.15285661899,2464.60193427292,2546.21969717085,2670.81290999304,2799.62468800564,2930.51844543024,3055.2424601765,3170.72103023033,3288.22269737572,3416.81005183476,3553.51999275326,3701.32155475457,3850.90321753072,3739.44906576846,3850.68877267995,4024.92074265014,4192.62390181339
"Iran, Islamic Rep.",IRN,3222.20102704478,3534.65396419326,3579.73221786542,3514.51966573319,3448.25956880387,3492.17204968494,3674.0326860468,3679.27534912763,3704.56563043005,3725.31745830681,3885.30183362976,3917.29935490307,4198.95356080112,4511.4313402737,4607.45169101785,4650.3584147747,4778.79345868067,5084.71796041484,5035.94008526563,5023.89314380531,5249.06133359393,5321.75870744451,5058.64637811833,4916.97291948474,5093.20319702186,4952.73355532178,5312.61724954192,5381.18709991831,5215.34606957702,5000.98599002449,5127.95975696418,5325.54680453553,5460.69457075433,5667.52647829172
Iraq,IRQ,3526.57925126853,1254.63057385597,1615.03903542774,2005.56353164115,1985.79691950682,1961.09255088499,2108.82328338114,2478.84310444349,3242.95733892317,3691.74051342189,4172.78025105244,4116.09405320279,3660.92527507177,2250.06990123369,3354.26588756715,3310.86344473993,3471.98744698568,3565.58054079041,3781.78001712762,3768.17284328983,3881.94327045302,4030.01686860986,4387.90469058707,4504.82687537354,4446.97343234862,4440.14189252367,4932.9272911439,4736.32710809857,4749.00921836896,4898.14897652181,4213.99843766061,4182.50064045825,4399.948027123,4175.70315667132
Ireland,IRL,23481.3128567371,23797.2065983241,24425.5975112538,24958.2197097899,26290.9316540796,28676.510604152,30550.0360829405,33578.7616121473,36143.3422357798,39501.3763778575,42643.6343965079,44196.9159835327,46022.1410834443,46643.1579569282,48906.963231587,50599.6045007359,51710.362231689,52904.4732788865,49512.4261970583,46514.5426215055,47040.3543858023,47607.8852921203,47217.4433846332,47999.1237980737,52098.1049579337,64311.8234684057,64367.4069016353,70069.0995778991,74427.5520727589,77117.1897861686,81791.0934649925,94184.0378160321,99677.473101993,91647.7688541174
Isle of Man,IMN,28042.4441205102,28128.4485818915,28133.8324364624,28694.4160940259,29676.1422111499,30802.8930909929,32928.8324560471,35337.9128286621,39591.5712572814,44456.4562710624,46274.9709691403,48252.7638498277,50714.5824703383,53224.3527757804,55464.0220993356,58201.5990838178,62075.7601604994,66029.9755907183,68520.6825624937,69192.0258221691,70747.8417587183,71727.5055082703,77009.2973015086,80383.8276154987,84778.5809973472,84753.5187422732,90783.7654107394,93200.3109184264,95040.4055536796,95110.1388679513,86595.0674507157,89873.5421403346,..,..
Israel,ISR,22307.4301634161,22627.626632006,23555.1962722555,23881.5994936481,24999.7260557082,25948.7323912948,26762.0191453672,27081.6170854316,27545.1108182352,27744.9220453844,29352.2758538156,28717.1277542377,28110.3463494109,28011.8266813741,28808.8298448048,29498.6336701064,30599.2172149639,31871.0466312068,32338.6662012343,31924.7910234896,33112.7068111258,34314.6503871244,34542.8817579662,35338.6242052342,36013.6686508041,36123.9907881129,36969.741657336,37809.4415224874,38599.1089040283,39302.6518220125,38049.9903345588,40911.4355330311,42710.4017586756,42852.5810267712
Italy,ITA,27625.1792401549,28030.7653844433,28245.4271224971,27987.4328992052,28583.6255334144,29408.3209648256,29795.659782462,30353.3778330306,30892.1758716425,31405.2609086396,32609.6674684471,33245.2803732961,33285.4148556776,33159.8415780158,33431.5599098693,33521.3202180455,34022.1190389231,34345.7598862545,33769.8973537384,31832.9860141479,32220.4860698495,32388.8180099136,31292.1311312137,30369.1293679326,30091.3481539205,30387.1293187854,30815.0869082281,31356.224035187,31675.5758014951,32180.4341021496,29469.7989279182,32267.7090970216,33840.3432155508,34088.088128227
Jamaica,JAM,4526.50159323362,4704.01222472021,4748.86205122046,5142.58835187444,5160.4307955405,5229.03067140027,5172.78239570246,5066.85282562384,4906.41450897104,4919.4174468527,4928.33188369804,4963.06607294795,5031.19564397903,5184.14288666889,5222.09798764334,5239.67290258786,5363.82690314058,5414.90880663073,5347.63274507982,5094.03087418339,4998.66718141268,5063.19380143837,5010.45967443592,5016.0313458778,5032.44263080999,5062.89556466908,5119.03971902628,5159.34337408318,5248.77402203987,5289.65492391338,4752.33342267359,4958.84581479999,5215.08607266374,5328.61624140582
Japan,JPN,28422.2131195125,29308.274088137,29462.6539670948,29232.4397928178,29466.7552451756,30171.1637924347,31046.1701544648,31276.1930771932,30795.0888900928,30636.266116943,31430.6311303282,31476.052066579,31416.1241772435,31830.2175849262,32515.1158024317,33098.5474664872,33531.5185630775,33990.0360341685,33557.6454041531,31651.0837739853,32942.2020783725,33011.13423011,33518.444936892,34239.8862473683,34386.905855287,34960.6393843385,35242.1993771881,35861.9728545838,36138.5290824719,36043.7844013365,34650.7967802766,35701.4542716142,36202.639274898,36990.3301140205
Jordan,JOR,3202.33686003165,3010.13731183677,3264.84472634328,3238.47541692105,3240.44545104214,3303.28717864788,3262.10615178904,3280.69793184873,3302.29942733776,3341.65644275163,3412.07673213708,3518.76635312228,3644.62434644332,3713.15193593268,3935.15704743447,4151.61313015439,4209.86864014361,4287.35229821209,4489.95545537311,4615.23067817324,4621.5742854131,4631.67703841605,4677.47613977192,4556.52023716712,4282.11872849239,4042.75678097555,3933.14704611068,3940.70199181145,3928.77026821205,3919.06426916073,3806.87949354914,3874.32707806481,3909.80226400152,3950.31227288316
Kazakhstan,KAZ,5557.08215736977,4910.15324119135,4635.42154654073,4223.1282023154,3740.97810892024,3498.51454364229,3583.36908423331,3728.96386519689,3750.56494562659,3899.65723139778,4269.33016782791,4822.52862802669,5267.6990320263,5724.43199248054,6233.29439373307,6787.4115548789,7450.39687062615,8036.87599811505,8216.52181589585,8218.39912556048,8704.70655484556,9223.3021336315,9531.91477617058,9959.72586930534,10226.7100539683,10196.1226255982,10151.423313302,10404.2718646317,10670.2120148279,10989.6840718388,10565.0359816235,10873.3915275276,11058.3482413407,11453.3952725363
Kenya,KEN,1329.33312766232,1305.46415701447,1255.93870622359,1223.50616725762,1219.7841113305,1237.88250467675,1254.21025248674,1226.19542113337,1232.06658106635,1224.63404639886,1195.41296851656,1202.29348759987,1171.4262517349,1169.14433674051,1191.25443604556,1223.44738472019,1263.54164666211,1309.91092948216,1273.77226103073,1276.73503486074,1340.16467408856,1370.58000874482,1396.30178709756,1413.94142522583,1450.59338202277,1489.11959777284,1517.97796057742,1542.33773973372,1596.69045914945,1645.70961777862,1609.33414078281,1698.89578271444,1747.53198804428,1808.40479129677
Kiribati,KIR,1387.65291745794,1283.34636341684,1564.72311281185,1539.30445964374,1547.62397647288,1566.47246119761,1539.33665080748,1529.24949484426,1569.02701626793,1482.19199839683,1555.58163876136,1477.95152090297,1467.99249991305,1415.54587814327,1378.95845078454,1368.99725739118,1419.38693237616,1433.35742787716,1361.83585343997,1340.27572148771,1328.78757544885,1348.060276659,1405.5027269033,1493.49114108782,1492.85058580954,1639.85274301496,1731.43693361219,1769.51190858639,1803.94864497849,1835.21962590991,1793.38536230105,1911.69443416476,1954.50275057384,2003.46946759298
"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,9367.09258686755,10274.4827454694,10798.561680692,11424.5851330612,12358.5180229628,13411.1119170158,14332.1367231987,15074.4883429924,14198.386270755,15714.4119484746,16995.5591864626,17684.0503773277,18940.3842233935,19435.4934104303,20364.7599656771,21197.1990880347,22196.2077459266,23365.1402064812,23887.0595538423,23952.8132191069,25455.6174843658,26191.6442615421,26680.2754448705,27399.6159477521,28100.0102759544,28737.4391706499,29467.124342556,30312.8888500809,31059.2668087927,31645.9498343307,31378.1579340648,32771.0724243229,33690.3788793046,34121.0211756766
Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2543.59926351696,2680.86121521141,2822.63359634011,2995.64952029477,3021.35142613995,3163.47189486431,3279.02499043758,3520.62850699375,3739.17562318261,3890.17807271082,4009.12140760339,4219.06693858503,3990.94390114906,4429.87349503716,4666.3913779077,4888.63522764435
Kuwait,KWT,20140.7833621894,14812.92001334,22382.8419489494,29323.8531051883,31946.4900872792,33156.8471720356,32417.9626222646,32152.4365708657,32306.6685512895,30798.0945469691,31341.9779145225,30573.4282591058,30702.21604281,35169.6333859206,37918.5403803743,40451.2549496189,41137.9697079252,41113.8691746555,39852.5126986897,35124.0852064802,32568.5149842886,33545.3460715444,33578.3308233506,32311.1795193025,31073.1534776392,29882.2126867068,29454.4421199637,27048.3705363937,26706.0190338255,26580.226300826,25541.50749746,26354.9456744811,26508.4604683157,24155.1872264077
Kyrgyz Republic,KGZ,1203.47208279448,1089.90005451003,928.315623345335,784.564919201316,627.221059388758,587.298180667228,619.667835556358,671.250079627062,675.05831892302,689.414278205464,718.34290572247,749.423855336367,742.44300111832,786.350474964134,831.48218538698,820.709598923049,837.138026647346,900.028050315122,966.409971184817,981.220904665529,962.764789828724,1005.48326882132,985.8472865972,1069.78404438716,1088.58223445646,1105.65202996955,1128.31625263844,1157.18284932307,1175.0713690492,1201.87701429721,1093.32864588331,1132.5546781282,1212.17821410944,1264.17439486467
Lao PDR,LAO,634.525297009385,643.410259077746,660.633861954064,680.964153708638,717.509245108717,749.234741728538,782.683156535545,819.205851313643,836.088098507116,881.634129609675,917.228038617529,954.123505414634,994.492241963795,1038.71192767783,1088.76034728831,1148.68153852071,1228.08927619923,1301.08597549864,1381.73754223953,1463.3379666846,1564.91068311647,1666.40086189871,1774.63585203672,1890.27861294875,2006.31195444447,2121.01339097363,2234.76098741846,2351.57441747595,2459.97874636195,2554.95638019245,2529.74622698761,2556.58912640405,2589.05015191628,2648.88726608035
Latvia,LVA,7622.69843955032,6694.19910155276,4607.11390600301,4464.72124061395,4639.50576165125,4661.66851148723,4822.90396636409,5317.98018252187,5719.98922340219,5929.26760970467,6336.38310612599,6833.4352857494,7443.22938820575,8149.00194474603,8957.23390372866,10106.2624634001,11507.4646780972,12810.0407808465,12506.694495072,10675.4252448647,10500.8666389182,11018.5153747356,11971.0108776675,12353.5388527084,12731.6774205863,13321.9753140616,13787.3367216588,14382.8613400359,15120.0696016293,15328.3861531528,14900.7294732334,16070.8728743971,16406.6490572974,16703.9018520982
Lebanon,LBN,2752.72442253257,4031.19474543924,4595.5808332577,4992.69878232449,5301.41584672248,5542.2265103529,6054.52911921482,6008.75855385657,6120.45672717024,5982.41788354308,5958.97836750301,6085.76041420146,6207.24133893746,6319.76518298647,6633.75258002393,6707.18024635316,6696.37428200596,7179.34520092306,7701.29823027979,8375.48851252821,8955.54336184707,8936.20027462737,8920.8056984673,8443.53856528784,7830.4151113336,7714.1099998804,8019.1416913426,8305.57405425721,8388.7235123835,8064.04873416236,6440.82843092922,5973.41933892988,5909.03651555028,..
Lesotho,LSO,533.824964193999,560.884905718596,590.008212092485,601.55791413154,628.960051227201,641.758711944969,670.469581774155,689.806218455005,696.935973937753,698.441087182066,725.263668707773,752.243212493971,760.033443180306,798.540500554454,817.793597897186,853.960500629797,893.750686627156,927.26863327342,971.881366821351,952.747929746529,995.233432451681,1031.99721564343,1086.39034816283,1093.95323489272,1100.04993684215,1121.19851342518,1147.58748801671,1097.82166812752,1068.44462913373,1040.99351014117,944.834118658555,955.221236301503,967.51928598325,974.382482849023
Liberia,LBR,754.134009462384,735.180658658157,450.538677691808,290.388920233659,227.742776021788,216.093554614513,235.435058248512,449.286058616964,528.670341826706,609.040903258705,754.850917360951,754.422355762017,762.716393927064,528.567395543421,535.995882066218,539.665378841936,551.377446611852,574.609394348543,591.185378141907,603.256211077605,621.783295071575,646.908727016597,674.360011422232,717.007280358975,707.157694930142,692.590082351257,668.031513175601,671.260899835355,665.875439637137,636.699384824869,605.025475431411,621.927983063426,638.005183858289,653.329188343162
Libya,LBY,11085.9439949716,12541.6926152482,11949.2275026865,11274.3452230872,11280.3829303475,10839.2802241884,10891.8055687803,11284.7780739062,10722.8700734717,10643.1452796026,10853.8059516526,10467.8776146012,10170.3095776338,11267.0627623548,11529.1086646221,12628.896152656,13176.7758911904,13712.9602583972,13403.0004645911,12549.0854345521,12913.9334939386,6569.59477578957,12599.258882136,10126.314927806,7644.24843947404,7458.48917756374,7236.16409923502,9435.60060040046,10020.9165751361,8768.4104874586,6102.79864032512,7733.39007562927,7008.20648391963,7633.45142779936
Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,167187.15730982,..,..,..,..,..,..,..,..
Lithuania,LTU,8333.35053496193,7847.01718127491,6185.53510851476,5206.44255362131,4730.69622192068,4924.09657364995,5211.10009196454,5685.44881050537,6154.17226900569,6129.99860515858,6384.30864873307,6854.52505220435,7374.09777788834,8218.69324974821,8851.92600601146,9692.86837221713,10577.214234025,11889.354545844,12324.5195097128,10612.9203246688,10884.1160456797,11836.7199700848,12522.3408614335,13161.6342669635,13776.1052981213,14300.2553666736,14870.1049461514,15775.00059445,16709.5561779447,17537.4819556631,17540.2948595021,18619.7026827218,18884.5148575051,18685.551945873
Luxembourg,LUX,66027.0758007817,70779.9729147771,71116.9400892209,73116.1946629406,74883.1418537888,74896.0965788046,74916.5067672272,77993.0585335828,82170.2399212578,87695.33957586,92527.7118069642,94243.7073233917,96269.5793851216,97597.9969176553,100292.568479162,101222.045664401,105614.179863952,112417.878458001,110094.792338745,104574.349887682,106544.057241723,105290.249048827,104487.744238704,105338.956059283,105583.937014123,105462.012584423,108351.452158933,107142.127556443,106376.783565763,107350.626687276,104616.03467801,110425.88843286,109714.924316129,106342.757463856
"Macao SAR, China",MAC,31369.8635643468,30973.3657720283,33271.1922725489,33802.9807094517,34103.7623025662,34151.9035982021,33533.6096691965,33263.7045307135,31367.2423992605,30262.1351696049,31763.2544886623,32432.2785674008,34959.4789553457,38571.5853069907,47650.9371115089,49454.3054456136,53221.6129284219,58352.9615581923,58122.7746636858,59490.4023246461,74158.8329148087,88121.854021015,93164.193587976,98998.2586741496,92322.2273232045,70070.2918001631,68570.512855482,75807.990437175,79378.3395479546,75835.7636508166,33952.4969134127,42121.7745037138,34121.9508226626,59602.3570393926
Madagascar,MDG,538.536275056569,489.716098120013,480.810932444988,476.159733326381,461.397665709464,454.537946632781,449.6280870806,451.303199370831,453.886174768872,460.034389996571,465.529509827021,478.40561494987,406.70122213637,433.601040301214,443.278654985967,450.955230911228,461.540337897729,473.785462328449,490.963935389518,457.789754866068,447.417143030687,441.755158414121,442.641500123543,440.674658903628,443.343869908205,445.320069480568,451.15659433146,456.851859574031,459.330367799543,467.27741349648,422.924255422319,436.090064737198,442.415162117323,448.058746204617
Malawi,MWI,353.77130371544,372.997561763664,335.726543541832,362.930995393978,329.584099894945,385.279714073317,405.397063687562,412.413106831207,419.313245173731,422.09990996551,418.592985031573,388.260039765002,385.308980233616,397.224846762569,408.064916052501,410.267979585416,417.877689774176,445.254305414801,465.551472974592,489.631418783217,508.088650544952,517.833736617774,512.740317968077,525.357645516578,539.562601911645,539.605363240686,538.221990810316,544.795729217028,553.528790898715,569.866249368475,559.447086082658,569.968967318961,560.635759711524,556.744034801608
Malaysia,MYS,4184.76072928976,4456.93133148159,4726.13789172987,5062.5911043705,5390.10167606966,5771.35211956083,6190.46429134886,6480.55649455855,5857.96702940857,6070.95621987091,6455.61419792583,6334.92795651698,6516.90671560155,6732.92049458099,7025.34558004381,7234.02442689141,7469.8106921211,7769.59693350488,7976.11785374773,7700.46111294033,8118.92270511981,8400.32248683558,8710.52671359902,8964.80724896203,9341.73055971278,9648.6797937523,9901.47960179812,10293.7629205362,10610.1950240479,10902.9834855856,10171.4657842762,10388.2667120857,11174.2100761842,11429.5894122241
Maldives,MDV,4590.26356695948,4515.06612430301,4680.15538526464,4812.29925947695,5062.47182108124,5590.00858122666,5898.35513531258,6265.68163671991,6611.39751143758,6901.04317295071,7049.37475025832,6659.25959328415,7024.50162334981,7858.99379450401,8180.30181956038,7143.33627610066,8620.77452138445,8932.38983152591,9395.96484110418,8329.52984333565,8590.16212928659,9005.04761398753,8904.68161856579,9209.23725155412,9602.5027218867,9644.90655028145,9927.42327472035,10280.3915425959,10821.7341975778,11263.1928054734,7340.09129737358,9818.73434768401,11006.7091828435,11485.5546954096
Mali,MLI,457.445829210427,501.12499187012,475.316821153577,480.277588513466,487.817806474246,481.757520252354,504.752043612501,517.237651197416,542.486619489623,557.691179166949,541.349959295276,606.087325789489,605.798110999901,640.357496675707,629.62644918936,649.1577691577,657.496279045272,658.457019310221,667.583424768544,677.24304910758,690.434176248061,689.951621809593,664.489488855298,660.173389348304,684.949913127196,704.821646439506,722.812021596039,737.275674738634,748.506920372791,760.795187413671,729.061137632465,728.671852610385,731.640024202997,743.273871368099
Malta,MLT,10067.6981674592,10413.1235495181,10789.7090111113,11161.1378649963,11682.0945167611,12336.7254609096,12718.9472844946,13286.6460045186,13877.1799347657,14446.2786385453,17178.285512948,16920.7309210792,17255.4273732686,17775.5868275971,17728.4915191352,18123.2975105227,18479.2305223587,19342.39192186,20064.4398081358,19635.8764747478,20750.6053846472,20867.8390565654,21529.4927880365,22565.0085794121,23806.8319393667,25481.8977555627,25920.9076621619,28492.3072831419,29492.5863910946,29513.8670529001,27865.3293176048,31420.7339514472,31925.1853539107,33000.5930696382
Marshall Islands,MHL,3148.09977817114,3085.93530547753,3247.85289298957,3391.38513154821,3544.13564721663,3791.20498901919,3365.11122501281,3117.27400069023,3067.73739364805,2997.54989841042,3040.59677355737,3224.7911898754,3322.41127856101,3256.97244330835,3234.15265200518,3284.78403267445,3285.12078781351,3403.47842798117,3146.26177205458,3262.26955535477,3441.31888402121,3433.06297801838,3420.91444796671,3602.92811901896,3620.77275283155,3764.34426229508,3946.8444109078,4190.93468589482,4542.34293916308,5162.81500670348,5172.57528216176,5405.2747359006,5516.88000598847,5470.42006850903
Mauritania,MRT,1437.75048235693,1421.32599942189,1393.601055166,1416.96725732195,1327.72304068576,1418.64664533923,1471.80330904422,1381.16274901033,1383.19229722759,1396.17220086364,1304.64439067179,1262.65567288639,1252.10300454131,1308.56307582578,1338.66768122804,1418.53202144135,1637.04191255803,1563.60628765192,1514.2655013629,1469.05426880813,1460.19179652873,1472.55245572229,1488.97177557214,1502.90142381083,1520.64621634902,1554.94897871782,1528.05152299375,1576.06857825162,1602.90225649072,1605.1352359742,1553.30615586591,1520.31117904613,1576.75624107308,1630.27171808744
Mauritius,MUS,3810.48083308592,3936.7665085183,4138.34644932114,4297.40909221881,4412.9375663223,4562.74692775784,4768.68343568327,4977.19016757315,5224.18419650851,5292.86908859768,5671.0295504201,5814.74834570012,5867.77362995049,6170.64876733851,6397.59346169031,6472.87388554741,6756.22955969517,7110.69493851624,7466.69465771689,7693.76434353874,8011.45517219702,8324.78328337964,8591.96715947096,8859.2121832294,9181.61575362564,9507.87133656424,9868.32716641952,10247.6960577758,10652.4836886859,10956.9450226163,9362.87435896817,9679.12123882353,10570.4275259933,11319.2352240984
Mexico,MEX,8036.86114412537,8197.01179494896,8330.26426802488,8411.79621338297,8623.48043007968,7970.64038496182,8320.65295694833,8770.84481553539,9161.89527783381,9264.97729259968,9581.96970210753,9398.35074355724,9242.27886130016,9221.99666693097,9421.28975988024,9491.51730225718,9813.8280424425,9877.69532644737,9826.3421836048,9074.1188145564,9389.06722084275,9575.93437788582,9782.51776305354,9738.71059803658,9862.48125444199,10021.2386118827,10100.5021214015,10193.7727193457,10296.8690937052,10159.4448355881,9234.64362485294,9728.05680032556,10011.2545383826,10241.8945112994
"Micronesia, Fed. Sts.",FSM,2410.22248315814,2542.21768899049,2592.34106438055,2744.19964633008,2679.25739314358,2837.15025158891,2734.95215490209,2560.83810825059,2626.59893890544,2655.47572825017,2774.79494666123,2826.84271814889,2840.20752247657,2889.04669625569,2809.06585903908,2879.62178695366,2895.03542297907,2863.83528755232,2819.07927372108,2875.73866449213,2952.11580223798,3041.77717927473,2979.68061790385,2863.90347357213,2790.77010690782,2911.16211045292,2915.62716763945,2928.72277934078,2917.31795034991,3026.12235068898,2949.82835516828,3013.18972956906,2976.67396648663,2986.27621746796
Moldova,MDA,3740.10149814887,3137.8350172715,2225.17356234959,2202.16445303219,1526.42524496526,1511.95831765054,1425.9518091471,1454.80861555923,1360.18161095544,1316.43254916007,1346.91567176561,1432.2768928234,1547.57421231612,1654.36629303195,1781.19145323724,1919.44550763748,2017.17730062908,2082.51260097669,2249.22589719372,2116.94357544097,2269.51116145996,2402.94446306051,2389.08666147529,2605.85029986142,2737.80185056647,2749.55137054338,2910.95486872376,3085.33305844263,3267.9961042872,3438.67732670712,3188.91691602699,3688.16729442144,3596.22420493094,3728.90191379122
Monaco,MCO,105878.37276656,106020.717884683,106558.024151992,104739.794413175,106244.898612952,107691.087543628,108107.452988927,109747.029483889,112873.604489635,116084.581378187,120456.506337384,123122.12291461,124481.880220824,126022.239091348,129403.404955341,132253.218402608,140615.178788026,162028.480643444,163243.752211148,142375.532007071,141814.78664157,148272.711991792,146472.677860476,157167.975027858,165288.200345355,170437.101188261,173120.189785092,165781.779121526,173041.761057866,185582.7556905,161262.925884403,194674.777609089,213937.006283651,224582.449752101
Mongolia,MNG,1823.45623781461,1613.69985423318,1462.6746723198,1418.0656069858,1432.28072706305,1499.26495210763,1509.32921132514,1546.08098489924,1575.67716165836,1601.31353865438,1598.31282040605,1625.46152259484,1680.65335337555,1775.64906676137,1942.36263694017,2060.26168223171,2209.74321787628,2403.72416258662,2576.71295838607,2498.72967493254,2611.67326563924,3010.81642672623,3318.16496597089,3628.90708069575,3830.35892049593,3838.92126989984,3817.91962716702,3956.2049437134,4183.85566447661,4337.8167085432,4066.03410882791,4063.53669849245,4205.88554513551,4456.53627552726
Montenegro,MNE,..,..,..,..,..,..,..,4488.79462512197,4723.14338358475,4290.89684941343,4431.60047014419,4462.34990117884,4529.12330572995,4623.0760644615,4819.14785988608,5013.1959009921,5435.88622103627,5798.06497333447,6205.8212472095,5833.65954418904,5982.19928466066,6168.84838637415,5995.77445120446,6202.50670294785,6307.01856129174,6517.19267514764,6707.85041020824,7023.43381181246,7381.80764032937,7684.18397197185,6515.53680560451,7390.30811727832,7889.23763310614,8403.3387654549
Morocco,MAR,1695.63647460938,1786.76281738281,1720.42248535156,1680.71044921875,1830.88061523438,1705.4482421875,1886.67224121094,1828.96862792969,1931.74047851563,1935.47875976563,1957.14135742188,2078.96606445313,2127.50708007813,2229.576171875,2301.08178710938,2342.15478515625,2489.99291992188,2540.615234375,2648.58569335938,2710.66650390625,2767.04223632813,2879.53930664063,2927.45043945313,3008.185546875,3051.458984375,3146.24780273438,3124.42504882813,3242.64428710938,3304.7119140625,3364.73950195313,3090.89428710938,3309.130859375,3325.560546875,3403.31982421875
