Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Georgia,12.52001658,13.21694445,17.19602462,20.28670714,13.3876279,11.02650805,9.441678677,8.951287916,9.002720007,9.135402119,9.143245926,8.92804199,8.512393764,8.077708996,7.769610065,7.710679804,8.038767974,8.751229228,11.46470779,9.547985229,9.148674218,8.686160741,8.440389544,8.520932019,9.019837997,9.690544836,9.897725228,9.374814746,8.724469715,8.47119991,8.521551968,8.503273639,8.209499742
Germany,8.385586083,8.330288987,8.194062724,8.003996424,7.792724032,7.573931189,7.353873376,7.139479977,6.926405667,6.717450224,6.494152631,6.230147974,5.917882922,5.583791145,5.252628164,4.950973819,4.705916608,4.52161051,4.374307454,4.241720038,4.113716629,3.986528226,3.861240857,3.752136117,3.668441913,3.60353175,3.542675401,3.477822394,3.422374147,3.389413262,3.38746948,3.425391512,3.497732642
Ghana,56.44261284,54.15161285,52.09139116,50.31048879,48.70565386,47.18473734,45.82376482,44.52837449,43.33061113,42.23661462,41.21866126,40.27092381,39.39238543,38.5087606,37.57969454,36.69848835,35.84083685,34.93517165,34.01585053,33.15338051,32.26798844,31.4978071,30.74104128,30.07835407,29.50498381,28.96676612,28.51239601,28.08200668,27.74079245,27.43830279,27.1726959,26.7930816,26.57334607
Greece,8.666142838,8.519394273,8.359366218,8.195571704,8.038009752,7.902172955,7.792045547,7.709578037,7.63978896,7.56750126,7.478490589,7.3801159,7.277905574,7.17322218,7.068729995,6.956280114,6.823175963,6.652215909,6.437617957,6.179068879,5.877169539,5.555191829,5.232773917,4.926033599,4.656098511,4.427349163,4.232404167,4.062169392,3.911062271,3.770901885,3.6416353,3.529006632,3.443359624
Grenada,15.76626483,15.32886237,14.87901957,14.41042896,13.9468834,13.49482658,13.05081704,12.63826687,12.25012925,11.90930494,11.59284051,11.31384806,11.07526974,10.88238965,10.71246155,10.56465195,10.41539636,10.26862211,10.11630761,9.969067619,9.817439498,9.670361791,9.543251233,9.426732867,9.304075919,9.182222107,9.052185005,8.928691005,8.808255079,8.707723754,8.6063038,8.511425622,8.421320205
Guatemala,33.61575179,33.09347124,32.15643223,30.93422533,29.57668876,28.25330663,27.14326798,26.30946603,25.63335262,25.0082568,24.45518052,24.09193278,23.95216306,23.96997861,24.04826779,25.27969833,23.81910793,23.28197137,22.54118213,21.70606882,20.88218617,20.18132146,19.66085872,19.35185411,19.25520137,19.21187196,18.96463847,18.41571583,17.72351453,17.05135634,16.50895274,16.18520387,16.08219538
Guinea,75.42843529,74.03670313,72.74948439,71.5675196,70.44871207,69.44766637,68.62442364,67.92268365,67.38693484,66.88851125,66.36771392,65.71655738,64.99501201,64.08418936,63.08104657,62.10210146,61.17373012,60.26869107,59.46824062,58.75049573,58.01924083,57.39216673,56.82310968,56.28922669,55.76883865,55.22774638,54.61360679,54.30607103,53.73591042,53.23642306,52.88109758,52.53067247,52.07345184
Guinea-Bissau,100.4218045,95.53255521,91.35396877,87.31446103,84.07030831,81.23987039,78.78634975,81.04464258,89.02753474,82.44863677,70.53478769,68.81051583,67.14317821,65.43152271,63.74325344,61.9912681,60.28652927,58.48393493,56.62296361,54.76770941,52.85019334,50.96233406,49.11294606,47.36069142,45.7516886,44.25013587,42.85571891,41.61376298,40.4652267,39.36595769,38.40707401,37.51367483,36.64761285
Guyana,19.84825155,19.37036424,19.07781666,19.0740563,19.40509309,19.93673262,20.49878418,20.95250869,21.14095395,21.02050622,20.75649093,20.5158007,20.33328061,20.1975176,20.08366352,19.94291492,19.73104972,19.56414643,19.58329069,19.85210689,20.31135207,20.85036308,21.31045369,21.48675267,21.2513154,20.65764275,19.77440165,18.74489309,17.72385711,16.81740211,16.06714323,15.52399828,15.17123798
Haiti,68.0353495,65.81111454,63.68778721,61.65081451,59.67326721,57.71061454,55.8071324,53.91051834,52.05621716,50.25819627,48.52566901,46.79992211,45.18558891,43.69051402,45.68133612,41.05367179,39.90335465,38.8218034,37.8224988,36.88738972,166.1479893,35.09832737,34.23585093,33.42586349,32.6305683,31.89486599,31.2382436,30.6213503,30.09724104,29.62196689,29.29995776,30.94968526,28.79889317
Honduras,28.09960592,27.21578805,26.39554965,25.60682816,24.85646028,24.15900888,23.49134538,22.88064048,55.89128077,21.76293957,21.25684303,20.78324654,20.33349536,19.89316007,19.49381984,19.12758323,18.78038078,18.4544241,18.15518515,17.88107869,17.63145379,17.41079335,17.20239392,17.00451495,16.8081224,16.62789986,16.44387679,16.27907521,16.0771806,15.85102764,15.62757602,15.40114407,15.15063003
Hungary,10.79457726,10.64089566,10.21593353,9.641461299,9.032365878,8.482311373,8.043041524,7.731433321,7.495266598,7.295373212,7.110213442,6.925484911,6.743078081,6.574666282,6.426517879,6.287623454,6.144142393,5.976783745,5.782705406,5.55581178,5.316684241,5.089164042,4.894992605,4.734092313,4.613114295,4.526989016,4.467124608,4.431379168,4.42336745,4.44504262,4.487506181,4.533831938,4.571429132
Iceland,8.629240805,8.36185581,8.09372889,7.85693123,7.646344324,7.472218908,7.326951042,7.194802644,7.067620997,6.929694616,6.775913532,6.598158513,6.396263895,6.179770599,5.951491512,5.722042968,5.489088362,5.251068146,5.018839858,4.799056117,4.605075579,4.42768205,4.27298359,4.136151542,4.016680017,3.898403109,3.77707536,3.649713919,3.517031932,3.383419763,3.253735452,3.131512255,3.02633409
India,45.36343111,43.89071331,42.52932502,41.28484878,40.12291718,39.0773645,38.1183954,37.2109244,36.30737927,35.41849065,34.48595206,33.53263157,32.55093262,31.55412251,30.54021489,29.51708942,28.45586995,27.36481411,26.23372597,25.05995484,23.8690142,22.65985147,21.45212885,20.25415697,19.09177272,17.97726672,16.90225091,15.88681266,14.92008944,14.01120817,13.19110823,12.4938852,11.98352867
Indonesia,25.851217,25.16050498,24.46576996,23.8149118,23.2475812,22.74044991,22.2897813,21.90903296,21.58199422,21.29817173,21.01637215,20.74068746,20.44036687,20.14406203,30.90108038,19.51232515,19.19487109,18.90282131,18.63990612,18.40383106,18.2061464,18.04172857,17.80018298,17.58771066,17.39378074,17.1817894,17.03104341,16.88829207,16.77148554,16.65486678,16.47370208,16.40520872,16.31881132
Iran (Islamic Republic of),36.49326681,23.79889868,22.46731026,21.27548423,20.24589618,19.33488357,18.55452372,17.93012688,17.39572019,17.03010216,16.81610241,16.71971553,16.71772938,23.12557724,17.01985245,17.30997104,17.7349975,18.26416476,18.62555487,18.56188487,18.02227595,17.09462536,15.95449023,14.88851199,14.12125802,13.67431365,13.50833943,13.5528286,13.66736661,13.70640041,13.66546224,13.61262062,13.52561271
Iraq,21.81992268,21.22212401,20.68803596,20.15796918,19.68505281,19.25044073,18.84979715,18.47274571,18.11015534,17.78929879,17.49156977,17.2384546,17.01506664,16.81258017,16.63074152,16.46025956,16.30971589,16.16630552,16.03621609,15.91721733,15.80759928,15.7139562,15.64765762,16.76328631,15.48423979,15.36427776,15.18470496,15.00585768,14.83836018,15.68253839,14.44902795,14.24111307,15.0055068
Ireland,8.072217398,7.991995164,7.937978642,7.93726474,8.032226942,8.226053908,8.455597606,8.629177244,8.694069261,8.60061123,8.36085993,8.043411606,7.725705087,7.44261885,7.206871351,7.012687851,6.817746278,6.576734902,6.297677919,5.99717627,5.685823195,5.365968173,5.036716349,4.705456897,4.380286411,4.07212675,3.7938323,3.547302636,3.332964063,3.145584233,2.986751458,2.858482753,2.768348579
Israel,7.106270131,6.989495455,6.941954405,6.964115479,7.053815111,7.116669619,7.010975243,6.72602614,6.504135944,6.536047533,6.752044907,6.934614874,6.892212469,6.637250312,6.200870945,5.72254574,5.345128,5.09892404,4.884555453,4.618533174,4.345854912,4.144304898,4.044921464,4.007186456,3.996558899,3.978438441,3.926055103,3.830824159,3.724329224,3.633858546,3.577999036,3.571740116,3.614060782
Italy,8.172642919,8.269499176,8.177973694,7.975018195,7.743762981,7.510274364,7.278347597,7.053135372,6.836962262,6.629149613,6.426370015,6.225460142,6.027947112,5.828982586,5.622782174,5.418330046,5.22004743,5.026166708,4.823115943,4.598646703,4.362397263,4.127188978,3.911826162,3.73328701,3.607895173,3.514118036,3.419312159,3.305992715,3.184651204,3.069986697,2.988643478,2.974641135,3.03341237
Jamaica,17.79736582,17.5475263,17.29575508,17.02861939,16.75106675,16.4645289,16.16020228,15.86034067,15.55063683,15.27212644,15.01185841,14.79368243,14.63302951,14.52506554,14.47432978,14.44996932,14.4487906,14.45485387,14.45395091,14.44011387,14.41909937,14.39285249,14.36389833,14.3354998,14.30304873,14.26878377,14.25136582,14.26464157,14.30351606,14.34589456,14.37697206,14.37674343,15.70495177
Japan,6.470889922,6.355181794,6.22763655,6.094153243,5.960722606,6.120587079,5.71512924,5.605505371,5.490156685,5.35757994,5.211687623,5.063581813,4.924228324,4.802719042,4.704746599,4.626022143,4.555284544,4.483451588,4.407123205,4.32658686,4.237020283,5.947005483,4.015209637,3.890200987,3.763480931,3.649851949,3.563825808,3.514893671,3.503874265,3.530032837,3.585924097,3.655633455,3.724629731
Jordan,14.53346213,14.30964488,14.10401181,13.89583635,13.70292183,13.51848517,13.33606028,13.15992045,12.9856777,12.80883313,12.64396563,12.47496027,12.30114966,12.13328346,11.97286294,11.80911577,11.64496783,11.47951082,11.30168184,11.14137344,10.98104359,10.83362702,10.68348241,10.5294942,10.3919814,10.25029941,10.10969527,9.957096074,9.81094957,9.667333201,9.544393579,9.394464413,9.259571269
Kazakhstan,19.45558412,20.15677316,21.02941739,21.94394185,22.74280664,23.30519842,23.53716204,23.41205961,23.01944064,22.4654476,21.87706686,21.3689525,21.02354078,20.88303153,20.94761068,21.00150075,20.68669385,19.84077568,18.63282702,17.25932177,15.89726508,14.69488735,13.69582722,12.82390147,12.02147845,11.32291722,10.78307006,10.41682468,10.1652367,9.9745066,9.795454319,9.583099346,9.32985431
Kenya,39.17419489,40.44915459,41.69736743,42.86576443,43.8239588,44.59097319,45.07826455,45.25234408,45.13643974,44.73455481,44.00974992,43.05521309,41.94101752,40.66344339,39.32999182,37.93981883,36.572067,35.23750474,33.92457109,32.68665908,31.46951102,30.30284973,29.16599853,28.06003176,27.07754177,26.21204305,25.51192368,24.87583572,24.26290121,23.76703095,23.3764338,23.00113522,22.7473456
Kiribati,37.29919985,36.3551874,35.47142034,34.65938326,33.94035957,33.29652091,32.69714273,32.1343574,31.58471151,31.02922763,30.4777149,29.98191744,29.54063809,29.21304757,28.98617522,28.84048015,28.72550886,28.59100625,28.43451542,28.25181987,28.09146978,27.97921567,27.9340898,27.96048569,28.09193134,28.27410573,28.45752741,28.57221405,28.60303472,28.48558952,28.20714558,27.8628997,27.48510454
Kosovo (UNSCR 1244),20.64718504,20.09770601,19.55343256,19.02276463,18.48500962,17.94122456,17.3951594,16.85473097,16.31100436,15.75905096,15.21478946,14.6756959,14.14970453,13.6399948,13.14985265,12.68609507,12.25330945,11.84574585,11.46475616,11.11024506,10.77863785,10.47010009,10.18217998,9.922076245,9.6787539,9.44505961,9.22086014,9.001499696,8.78945809,8.5849375,8.395328557,8.22686664,8.072412743
Kuwait,19.81549554,19.96416693,10.1977708,10.24833142,10.17109891,10.01640459,9.831530899,9.634740305,9.430532906,9.222288815,9.00401948,8.775959212,8.558334634,8.357698142,8.18011913,8.004996048,7.821176718,7.629408276,7.436183876,7.254065115,7.090438072,6.965213605,6.887734098,6.855538084,6.861990868,6.896662926,6.937395965,6.962408907,6.951192203,6.900711805,6.824196948,6.743450755,6.685805149
Kyrgyzstan,16.96092657,16.98668725,17.0394751,17.11212933,17.17785312,17.16699979,16.99847223,16.62969841,16.1304109,15.56701263,14.98051053,14.38104146,13.79825851,13.27413405,12.84631643,12.51848815,12.28100306,12.11536431,11.95562744,11.74474882,11.49247919,11.2241808,10.96720756,10.73021439,10.51357384,10.30953671,10.09669985,9.879729228,9.69390387,9.561872481,9.458005894,9.331152353,9.160188372
Lao People's Democratic Republic,70.08800848,66.81289136,64.12784419,61.79644363,59.66460637,57.78012227,56.069124,54.39498432,52.78979226,51.19223679,49.60881847,48.03492795,46.3768376,44.66109566,42.93844047,41.17118176,39.35086197,37.51127374,35.57282719,33.67344917,31.71714735,29.82399354,28.09313118,26.44886332,24.95027999,23.6488585,22.59499997,21.81236924,21.23626743,20.84372363,20.53116734,20.24786938,19.93916936
Latvia,19.29894552,20.01085555,20.50811447,20.67002679,20.40004913,19.78775295,19.00409708,18.16690106,17.33410423,16.53765911,15.76941538,15.01699687,14.26602485,13.55139708,12.87581427,12.23892036,11.63586789,11.05221554,10.47382867,9.897420551,9.342628945,8.862724937,8.469003149,8.173846024,7.96556009,7.817506787,7.689955489,7.553856871,7.377818006,7.153362995,6.877405334,6.572458512,6.27212627
Lebanon,46.02016496,15.24183416,14.82223229,14.42374212,14.04740965,13.68144405,13.33057212,12.9822683,12.63772414,12.29035932,11.94837723,11.6045988,11.2520525,10.90821325,10.58192583,10.27651771,13.70226308,9.781035718,9.591708546,9.440648282,9.328818595,9.257086232,9.22410751,9.234047606,9.287105695,9.371277802,9.497273708,10.31527162,9.886155973,10.14618023,10.44723013,10.77622398,11.12083479
Lesotho,47.85646915,47.97049974,48.41906804,49.03574639,49.88570716,50.8843382,52.0503053,53.20764331,54.39022521,55.55643858,56.51527797,57.09143247,57.23267825,56.99373048,56.40582104,55.52930607,54.36920469,52.99541199,51.52122558,50.03866307,48.46577738,46.89339294,45.38140207,43.8271591,42.36148099,40.98085994,39.87570264,39.03744596,38.55776177,38.0836489,37.73594756,37.52858231,37.23100287
Liberia,144.1967116,69.3687266,68.92740676,68.57498093,68.05242451,67.3343099,66.55839047,65.67396825,64.64713132,63.4898102,62.23357313,60.91909723,59.56974814,70.70696335,56.86025247,55.46156448,54.14478952,52.86459376,51.65763793,50.62222134,49.68806023,48.88465995,48.29236477,47.83937432,50.28361882,53.84851396,47.24688842,47.20844556,47.28102991,47.20072113,46.91841677,46.62171557,46.06050884
Libya,18.13778511,17.63670304,17.0824231,16.5302792,16.00553504,15.4828593,15.01275864,14.56680979,14.18159778,13.83703942,13.53882077,13.26499275,13.01198894,12.76985341,12.51385885,12.25719059,11.98009916,11.71447063,11.43935436,11.19364509,10.95641655,12.86887481,10.57794754,10.40845122,10.23346354,10.07458562,9.900191125,9.74676173,9.59203719,9.45403371,9.317336367,9.163772785,9.049152013
Lithuania,16.4208051,16.99037062,17.43555607,17.66220447,17.58250822,17.24667381,16.7709776,16.26575567,15.81717678,15.49128014,15.23664679,14.96609105,14.6362352,14.30992646,14.05100702,13.82096036,13.54328772,13.16870115,12.68373604,12.08754617,11.44075152,10.81616735,10.24071822,9.680983268,9.108288425,8.551608065,8.047187388,7.619048087,7.262296381,6.972947495,6.732347054,6.512947037,6.307902639
Luxembourg,11.34423387,11.08221507,10.72805263,10.27671424,9.742854342,9.134802549,8.492589548,7.862266197,7.263005524,6.721072019,6.25100465,5.849955885,5.500995371,5.19253685,4.916893902,4.664298968,4.421339927,4.192948081,3.97165177,3.75834736,3.550462826,3.352538009,3.168140546,2.999936228,2.850961783,2.725574666,2.620446439,2.538719755,2.476201309,2.425168767,2.385863692,2.356915309,2.332532145
Madagascar,66.99198168,64.65063984,62.49509714,60.52328864,58.73328689,57.10398124,55.71020941,54.43142132,53.27440153,52.16059782,51.10864395,50.08976184,49.05719653,48.06125631,47.05455418,46.05420637,45.06279799,44.02665977,42.9944218,41.99454565,41.01308603,40.07895269,39.24054063,38.48801749,37.90935706,37.46750721,37.22786991,37.0522062,37.01368054,37.14688228,37.42337193,37.71290848,37.90422388
Malawi,77.02996238,76.88440515,77.03656207,77.55426417,78.15710698,78.8228248,79.11179772,78.92975096,78.04551643,76.40251723,73.98396204,71.0874888,67.82227448,64.56905452,61.3954767,58.44256901,55.6249562,53.04618754,50.69005554,48.52652312,46.49752382,44.50132253,42.54802079,40.64285377,38.84834927,37.20057309,35.68334136,34.35193837,33.24503625,32.30593535,31.61066016,31.12750449,30.65899902
Malaysia,16.34350053,15.33289782,14.69568882,14.51253301,14.61447384,14.69816553,14.54476531,14.14575209,13.54754802,12.93067401,12.497275,12.30099108,12.1493516,11.85094123,11.40995826,10.93642518,10.52135189,10.23261182,10.12600282,10.12433748,10.0920518,9.963740308,9.813831695,9.726323284,9.707295385,9.711789569,9.667384459,9.414695723,8.842679323,8.143731164,7.599770417,7.317065562,7.194622989
Maldives,21.10761972,19.28799127,17.72390247,16.37671796,15.21056076,14.1721026,13.27131999,12.46938395,11.76253349,11.12257036,10.53312065,9.99741949,9.532504348,9.13182591,14.1913779,8.546389928,8.34633874,8.18909594,8.057643834,7.934571618,7.800941606,7.647797413,7.459835275,7.236127924,6.97746508,6.686483222,6.373603925,6.048858333,5.732981529,5.428709054,5.154228358,4.92359919,4.744901163
Mali,74.61005242,73.21459703,71.88701074,70.60662176,69.39464164,68.16488453,66.93825108,65.68242036,64.40394417,63.07486927,61.71764157,60.3638952,58.96057905,57.59647379,56.28772307,55.00012508,53.77215162,52.65656918,51.59714534,50.62841267,49.72571307,48.95655577,48.29074797,47.62872064,47.02984109,46.49586424,45.97358313,45.45497615,44.9422791,44.42078181,43.89133238,43.34969642,45.670974
Malta,5.824395092,5.847633683,5.865659513,5.868095359,5.862484379,5.844339845,5.806863913,5.755434579,5.697011033,5.618351581,5.530991847,5.43148628,5.324506735,5.210598056,5.085415215,4.952311478,4.818016197,4.673224561,4.533213268,4.391611977,4.252293734,4.119577116,3.991444189,3.872804985,3.76783085,3.678960715,3.602919939,3.540510613,3.493332276,3.460975141,3.441615589,3.441312207,3.450011636
Marshall Islands,24.69631828,24.12143804,23.59163999,23.12663535,22.79689605,22.62645298,22.59035276,22.64434596,22.7486292,22.84705986,22.90047931,22.9021804,22.86290996,22.76669807,22.64223238,22.53631343,22.40732983,22.25656635,22.12275661,21.97818125,21.81047467,21.66394222,21.44284701,21.17638255,20.84636703,20.51547453,20.16915559,19.84735213,19.49770136,19.12454863,18.72950102,18.33847399,17.95254493
Mauritania,40.9180112,39.28558509,37.85164217,36.50669964,35.24703927,34.113373,33.11932784,32.13225914,31.21244122,30.39985213,29.57844626,28.86228676,28.14083543,27.49254511,26.88614097,26.33811813,25.82144128,25.36065722,24.97158597,24.60579563,24.29567575,24.00116163,23.78749993,23.64240573,23.54470359,23.50155985,23.52007823,23.59489567,23.74645193,23.79641926,23.69021265,23.64973875,23.43511931
Mauritius,11.99273098,11.91135686,11.80119343,11.65461954,11.45630405,11.21466203,10.94375004,10.66291052,10.38360457,10.12585552,9.900532601,9.711527234,9.558519481,9.440690641,9.359285143,9.30216512,9.270530074,9.251978065,9.240215648,9.235610941,9.231838369,9.234648401,9.245663863,9.265986251,9.296754286,9.33269549,9.370079918,9.402193301,9.419211774,9.417546589,9.41179796,9.382795649,9.3307351
Mexico,16.66787747,16.0408447,15.45505984,14.94778845,14.558634,14.24592763,13.95825575,13.63884916,13.27034047,12.83114617,12.39452243,12.04668471,11.8255867,11.67660436,11.54175444,11.48360392,11.60799524,11.97376136,12.51718876,13.13987827,13.62074675,13.65478892,13.16825735,12.54293879,12.14164447,12.0396093,12.21257247,12.61464374,13.09381899,13.46609027,13.6496097,13.61686893,13.39525299
Micronesia (Federated States of),25.23169234,24.82910266,24.49225389,24.1903006,23.89849683,23.5763738,23.23631552,22.83921773,22.43724021,22.04013521,21.65650179,21.33414696,25.84024647,20.91114908,20.80949086,20.74540132,20.75092473,20.73163073,20.63132167,20.44848548,20.19424419,19.92529747,19.62942764,19.28635392,18.95536149,18.57173969,18.23312439,17.889406,17.50567831,17.16019848,16.78774235,16.47507105,16.14986533
Monaco,8.211386393,7.959546487,7.713756467,7.478679147,7.257907708,7.044701884,6.842153591,6.653352773,6.474729643,6.308878441,6.16055977,6.021964777,5.894772983,5.781378603,5.677828673,5.582523307,5.490487652,5.402563032,5.315822846,5.233214724,5.151794305,5.07503877,4.991158454,4.901938858,4.806263042,4.709696113,4.610493701,4.512875315,4.410719357,4.325968824,4.228475084,4.133615962,4.041721367
Mongolia,26.9741952,27.81366864,28.51074602,28.88447652,28.72968643,28.01221674,26.7874032,25.16139215,23.28193154,21.29797105,19.47184048,18.07552219,17.18873208,16.67020145,16.38259316,16.19897575,15.97633626,15.65318347,15.28376062,14.92152612,14.5832023,14.24646394,13.91109822,13.56640513,13.21352039,12.84625189,12.45560472,12.06161033,11.70617902,11.44080186,11.25831092,11.12531867,11.01849451
Montenegro,8.86962155,8.721149439,8.525010593,8.30973229,8.116372228,7.964532367,7.873859656,7.847583591,7.842652829,7.821487591,7.759919921,7.673125036,7.54946599,7.392065904,7.216586429,7.009813389,6.761004792,6.468973035,6.148112853,5.813516732,5.500439528,5.233828712,5.031964987,4.888356635,4.795036293,4.751331141,4.745720076,4.775648299,4.848426693,4.959895787,5.106603249,5.287923171,5.480266063
Montserrat,16.24110898,15.76325881,15.32583215,14.90589052,14.5058608,14.11759597,13.74487074,13.38865012,13.06466928,12.73395221,12.41106473,12.11279127,11.81866477,11.54119083,11.24891176,10.98151183,10.71695139,10.46341712,10.23389289,9.984838082,9.763650284,9.544820046,9.298890391,9.085071992,8.886769697,8.682272245,8.47416894,8.261259238,8.071170392,7.880335012,7.695753397,7.517020057,7.327779804
Morocco,21.60681149,20.77890048,20.00819991,19.26336242,18.53301851,17.81461737,17.10169133,16.37684173,15.67762627,14.9871106,14.32295546,13.70047195,13.14943944,12.64394172,12.1606522,11.73577558,11.33949613,10.97809793,10.62964067,10.31722654,10.04040499,9.792146447,9.604456642,9.448929547,9.35130764,9.252515672,9.148260075,9.049013257,8.996876876,8.927790118,8.855848577,8.770798112,8.700509296
Mozambique,97.25528244,94.00854307,91.04135551,88.4269312,85.85713083,83.56255238,81.33132758,79.21140254,77.08113822,74.91128472,72.65337989,70.43137589,68.2561583,66.16966014,64.18684719,62.35643683,60.72395598,59.24370565,57.90559416,56.69277253,55.57237935,54.67410864,53.6784394,52.95184049,52.27492064,51.74191563,51.22624526,50.91128975,50.55379862,50.28653849,49.91359236,49.43984301,49.14039438
Myanmar,57.55653617,56.59375384,55.7907722,55.41724736,55.24488308,54.99917388,54.38925511,53.51986572,52.2423726,50.555066,48.58492654,46.47003628,44.21254976,41.85125697,39.16117914,36.57553118,34.04413305,31.62021777,75.85488537,26.87048671,24.6375319,22.55155738,20.64217815,18.93275609,17.47516334,16.38819307,15.62550139,15.1018035,14.7589412,14.48633058,14.2934361,14.15518448,14.01163481
Namibia,41.57532709,41.34721417,41.2791203,41.33612432,41.52033466,41.87793867,42.29939193,42.84899361,43.43922114,44.0564161,44.56777704,44.95984441,45.14569603,45.04254224,44.68671321,44.05274601,43.29981935,42.46977669,41.65679611,40.90122723,40.2180147,39.61833735,39.14246092,38.77751466,38.51949344,38.36617893,38.3380964,38.26390776,38.10426519,37.94640087,37.7304116,37.51022808,37.25434021
Nauru,30.61408787,29.64938677,28.72388134,27.80334638,26.94051417,26.13875802,25.38656037,24.70879834,24.07850566,23.49031357,22.96731077,22.51717032,22.13460391,21.84117617,21.63331352,21.51478433,21.45999629,21.45390417,21.448042,21.35740124,21.2060011,20.94927944,20.66534637,20.31653216,19.96686194,19.61577001,19.26920707,18.90713447,18.50173201,18.14485004,17.77985392,17.41119002,17.0776837
Nepal,46.34128104,44.43362242,42.5369009,40.73390085,38.88766591,37.08660521,35.24215557,33.4469522,31.68296138,30.01794399,28.45953771,27.00406642,28.30695138,24.47161742,24.87050429,22.45193823,21.61111223,20.85264486,20.19421162,19.60241856,19.09335338,18.61752762,18.18152124,17.77865106,17.38763586,22.07307403,16.69211512,16.37686241,16.1228588,15.85974161,15.68435992,15.49567568,15.37228893
Netherlands (Kingdom of the),6.373533421,6.284831465,6.195891853,6.107536453,6.019171616,5.93499533,5.854272596,5.77560565,5.695265663,5.601743836,5.477926351,5.309284126,5.091878976,4.847109118,4.599076933,4.36426277,4.157813033,3.982645227,3.832293769,3.699538625,3.5819398,3.476284829,3.382517192,3.303314981,3.241041014,3.196537892,3.169215916,3.160629616,3.166781218,3.187021841,3.21979486,3.268799605,3.329654643
New Zealand,13.84358287,13.32123269,12.77245567,12.306802,11.91578459,11.5501882,11.16403536,10.74558282,10.2786207,9.813520324,9.403517326,9.072430686,8.810955056,8.6003999,8.426484672,8.272700027,8.122793577,7.970930083,7.804511831,7.61225643,7.378476528,7.389580347,6.809384512,6.52602479,6.284579981,6.109978741,6.010906346,5.954937024,5.906616495,5.850430885,5.785391274,5.709992881,5.624011017
Nicaragua,28.07234532,27.40704546,26.73838427,26.05921106,25.37878426,24.69517724,24.03431391,23.37884157,32.91277201,22.09345764,21.48071612,20.8814788,20.34477539,19.84419393,19.34455156,18.87261196,18.41612297,17.97755968,17.56442995,17.17041668,16.78091997,16.41911977,16.08749198,15.77127579,15.44535777,15.13897766,14.84932483,14.58885454,14.34161505,14.06719768,13.80834054,13.56735348,13.31959698
Niger,100.7662299,98.89577961,97.26764398,95.6823368,94.14029185,92.6483938,91.20308175,89.8288028,88.42276399,86.93524652,85.52689644,84.00825409,82.43518223,80.77927496,79.1507206,77.52552736,76.02711487,74.56961177,73.20887611,71.86715606,70.66721804,69.53628948,68.45613578,67.51300059,66.75400217,66.02913391,65.4391196,64.78396471,64.24776389,63.78187157,63.3887741,62.77298431,62.11303593
Nigeria,76.25438923,74.28035568,72.46008511,70.64296604,68.93890935,67.26773711,65.57701475,63.89504747,62.36960907,60.83399766,59.3809477,57.98680253,56.67746328,55.39005227,54.19586688,53.01327634,51.85363287,50.68758895,49.57710072,48.50489975,47.45935919,46.4693962,45.50505129,44.59796491,43.69719582,42.83287456,42.00801561,41.21643637,40.44137454,39.71527626,39.01868055,38.35397816,37.83593938
Niue,16.79416496,16.91385271,17.04909374,17.23713579,17.47908254,17.78399918,18.11349244,18.46339713,18.81165643,19.17559503,19.52055018,19.83934533,20.17911707,20.53846962,20.87352605,21.10330597,21.16976926,21.15901313,21.03421682,20.83221496,20.59486208,20.30280133,19.98284121,19.60193455,19.21830108,18.86879869,18.51252424,18.1685694,17.8091034,17.44213161,17.09925502,16.76303553,16.43637356
North Macedonia,8.57035349,8.626164563,8.612691007,8.545081534,8.454685972,8.355095233,8.276550981,8.218918546,8.158977947,8.069133992,7.932035322,7.71757669,7.420965684,7.088985018,6.751189435,6.434495344,6.148429446,5.900410473,5.673987421,5.455376955,5.255943062,5.086449773,4.95828893,4.860996896,4.785374909,4.732574133,4.697179363,4.688554259,4.708632189,4.773136505,4.876289544,5.003224931,5.145029568
Norway,7.903184806,7.590528579,7.326764518,7.117445942,6.957844383,6.869067697,6.879900794,6.992457197,7.161477634,7.319741789,7.401626222,7.354798528,7.156308685,6.871794268,6.561747035,6.270210529,6.020975524,5.827642055,5.65670209,5.481334289,5.266432122,4.984566293,4.648676572,4.333462277,4.087783157,3.923756318,3.838976589,3.813614581,3.814942517,3.806814421,3.775257297,3.716708408,3.642233293
Oman,17.66261548,16.65890733,15.72676057,14.86495116,14.07651205,13.37024028,12.74292783,12.1745976,11.65790782,11.19282928,10.76517963,10.39327576,10.06892981,9.799073553,9.579459231,9.407422315,9.273891971,9.571001047,9.100412816,9.044634555,8.993205112,8.940798785,8.889942364,8.84247294,8.80124205,8.765313344,8.730950426,8.685735041,8.619391393,8.532936716,8.436402082,8.337560108,8.23053057
Pakistan,34.70995635,34.26476839,33.82933184,33.30708896,32.64534195,31.86021482,30.99941269,30.08394882,29.16614689,28.28601345,27.44319536,26.65941835,25.93472455,25.30865641,24.82718403,30.9595396,24.20423787,23.99353239,23.81032915,23.61832914,23.42152436,23.26008291,23.06713082,22.89508747,22.75952888,22.6163138,22.43552518,22.34208431,22.22312259,22.05044571,21.90949499,21.7796728,21.5850535
